GIT HISTORY ARCHIVE — branch cleanup/remove-nested-duplicate-tree
Captured: 2026-07-27T08:01:54Z UTC (before squash to clean commit)
Range: origin/main (4c235e9) .. HEAD  —  full local history below
Total commits on branch: 208
========================================================================

### ONE-LINE LOG (newest first) ###

 data/T1 BAHASA JEPUN MENENGAH RENDAH.pdf           |    Bin 29438075 -> 0 bytes
 data/T1 BT ASK - ASAS SAINS KOMPUTER.pdf           |    Bin 33956859 -> 0 bytes
 data/T1 BT BA-BAHASA ARAB.pdf                      |    Bin 38073792 -> 0 bytes
 data/T1 BT BAHASA IBAN .pdf                        |    Bin 71599547 -> 0 bytes
 data/T1 BT BC-BAHASA CINA.pdf                      |    Bin 16543251 -> 0 bytes
 data/T1 BT BCK-BAHASA CINA KOMUNIKASI.pdf          |    Bin 70069357 -> 0 bytes
 data/T1 BT GEO - GEOGRAFI.pdf                      |    Bin 84318415 -> 0 bytes
 data/T1 BT MAT DLP - MATHEMATICS.pdf               |    Bin 52571496 -> 0 bytes
 data/T1 BT MAT- MATEMATIK.pdf                      |    Bin 55810620 -> 0 bytes
 data/T1 BT PI- PENDIDIKAN ISLAM TING 1.pdf         |    Bin 393393425 -> 0 bytes
 data/T1 BT PMZK - PENDIDIKAN MUZIK.pdf             |    Bin 93836761 -> 0 bytes
 data/T1 BT PSV - PENDIDIKAN SENI VISUAL.pdf        | 700937 ------------------
 ... RBT- REKA BENTUK DAN TEKNOLOGI_TINGKATAN 1.pdf |    Bin 96884612 -> 0 bytes
 data/T1 BT SEJ - SEJARAH.pdf                       |    Bin 84553917 -> 0 bytes
 data/T1 BT SN DLP- SCIENCE.pdf                     |    Bin 74343975 -> 0 bytes
 data/T1 BT SN- SAINS.pdf                           |    Bin 74921511 -> 0 bytes
 data/T1 T2 BT BI PULSE 2 STUDENT'S BOOK-1.pdf      |    Bin 42931435 -> 0 bytes
 data/T1 T2 BT BI PULSE 2 STUDENT'S BOOK.pdf        |    Bin 42931435 -> 0 bytes
 data/T2 BT ASK - ASAS SAINS KOMPUTER.pdf           |    Bin 32031386 -> 0 bytes
 data/T2 BT BA-BAHASA ARAB-1.pdf                    |    Bin 54849829 -> 0 bytes
 data/T2 BT BC-BAHASA CINA.pdf                      |    Bin 50572281 -> 0 bytes
 data/T2 BT BCK-BAHASA CINA KOMUNIKASI.pdf          |    Bin 36279925 -> 0 bytes
 data/T2 BT GEO - GEOGRAFI.pdf                      |    Bin 73432293 -> 0 bytes
 data/T2 BT MAT - MATEMATIK.pdf                     |    Bin 68465258 -> 0 bytes
 data/T2 BT MAT DLP - MATHEMATICS.pdf               |    Bin 76209424 -> 0 bytes
 data/T2 BT PI- PENDIDIKAN ISLAM TING 2.pdf         |    Bin 101916334 -> 0 bytes
 ...RBT - REKA BENTUK DAN TEKNOLOGI_TINGKATAN 2.pdf |    Bin 63628740 -> 0 bytes
 data/T2 BT SEJ.pdf                                 |    Bin 37762843 -> 0 bytes
 data/T2 BT SN DLP- SCIENCE.pdf                     |    Bin 81052583 -> 0 bytes
 data/T2 BT SN- SAINS.pdf                           |    Bin 91732996 -> 0 bytes
 data/T3 BT BC-BAHASA CINA.pdf                      |    Bin 82842413 -> 0 bytes
 data/T3 BT BCK-BAHASA CINA KOMUNIKASI.pdf          |    Bin 68983529 -> 0 bytes
 data/T3 BT GEO - GEOGRAFI.pdf                      |    Bin 90910824 -> 0 bytes
 data/T3 BT MAT - MATEMATIK.pdf                     |    Bin 33649416 -> 0 bytes
 data/T3 BT MAT DLP - MATHEMATICS.pdf               |    Bin 42526188 -> 0 bytes
 data/T3 BT PSV - PENDIDIKAN SENI VISUAL.pdf        |    Bin 91849923 -> 0 bytes
 ...- REKA BENTUK DAN TEKNOLOGI_TINGKATAN 3 3-1.pdf |    Bin 90961059 -> 0 bytes
 ...T - REKA BENTUK DAN TEKNOLOGI_TINGKATAN 3 3.pdf |    Bin 90961059 -> 0 bytes
 data/T4 BT BC-BAHASA CINA.pdf                      |    Bin 65236727 -> 0 bytes
 data/T4 BT BIO - BIOLOGI.pdf                       |    Bin 102001271 -> 0 bytes
 data/T4 BT BIO DLP - BIOLOGY.pdf                   |    Bin 98469580 -> 0 bytes
 data/T4 BT GEO - GEOGRAFI.pdf                      |    Bin 100843777 -> 0 bytes
 data/T4 BT KIM DLP - CHEMISTRY.pdf                 |    Bin 97857049 -> 0 bytes
 data/T4 BT MAT - MATEMATIK.pdf                     |    Bin 75363879 -> 0 bytes
 data/T4 BT MT - MATEMATIK TAMBAHAN.pdf             | 226457 ------
 data/T4 BT MT DLP - ADDITIONAL MATHEMATICS.pdf     |    Bin 90230732 -> 0 bytes
 data/T4 BT PSV - PENDIDIKAN SENI VISUAL-1.pdf      |    Bin 95511166 -> 0 bytes
 data/T4 BT PSV - PENDIDIKAN SENI VISUAL.pdf        |    Bin 95511166 -> 0 bytes
 data/T4 BT SN DLP - SCIENCE.pdf                    |    Bin 49534914 -> 0 bytes
 data/T4 BT SN TAM DLP- ADDITIONAL SCIENCE.pdf      |    Bin 69744883 -> 0 bytes
 data/T4 BT SNS TAM - SAINS TAMBAHAN.pdf            |    Bin 90361565 -> 0 bytes
 data/T4-BT SEJ.pdf                                 | 643797 ----------------
 data/T4-T5 BT BCK-BAHASA CINA KOMUNIKASI.pdf       |    Bin 93443018 -> 0 bytes
 data/T4-T5 BT KESUSASTERAAN CINA QIYUAN.pdf        |    Bin 44962393 -> 0 bytes
 ... BT-KESUSASTERAAN CINA MINGJIA XIAOSHUOXUAN.pdf |    Bin 30439950 -> 0 bytes
 data/T4-T5 BT-KESUSASTERAAN CINA WENXUAN.pdf       |    Bin 32194147 -> 0 bytes
 data/T5 BT BC-BAHASA CINA.pdf                      |    Bin 37995659 -> 0 bytes
 data/T5 BT BI ENGLISH DOWNLOAD STUDENT'S BOOK.pdf  |    Bin 37711129 -> 0 bytes
 data/T5 BT BIO - BIOLOGI.pdf                       |    Bin 77535472 -> 0 bytes
 data/T5 BT BIO DLP - BIOLOGY.pdf                   |    Bin 72303698 -> 0 bytes
 data/T5 BT KIM - KIMIA.pdf                         |    Bin 52833137 -> 0 bytes
 data/T5 BT KIM DLP - CHEMISTRY.pdf                 |    Bin 52611037 -> 0 bytes
 data/T5 BT MAT DLP - MATHEMATICS.pdf               |    Bin 100286366 -> 0 bytes
 data/T5 BT MT - MATEMATIK TAMBAHAN.pdf             |    Bin 31355314 -> 0 bytes
 data/T5 BT MT DLP - ADDITIONAL MATHEMATICS.pdf     |    Bin 30376171 -> 0 bytes
 data/T5 BT PI Pend Islam Tingkatan 5.pdf           |    Bin 35868293 -> 0 bytes
 data/T5 BT PMZK - PENDIDIKAN MUZIK.pdf             |    Bin 67856966 -> 0 bytes
 data/T5 BT SN - SAINS.pdf                          |    Bin 70541301 -> 0 bytes
 data/T5 BT SN DLP - SCIENCE.pdf                    |    Bin 84488943 -> 0 bytes
 data/T5 BT SN TAM DLP - ADDITIONAL SCIENCE.pdf     |    Bin 58123397 -> 0 bytes
 data/T5 BT SNS TAM - SAINS TAMBAHAN.pdf            |    Bin 93711015 -> 0 bytes
 ...DIKAN KESIHATAN TINGKATAN 2 KSSM INDEKS 1-1.pdf |    Bin 48106905 -> 0 bytes
 ...DIDIKAN KESIHATAN TINGKATAN 2 KSSM INDEKS 1.pdf |    Bin 48106905 -> 0 bytes
 ...DIDIKAN KESIHATAN TINGKATAN 3 KSSM INDEKS 1.pdf |    Bin 75599201 -> 0 bytes
 ...DIDIKAN KESIHATAN TINGKATAN 4 KSSM INDEKS 1.pdf |    Bin 35411094 -> 0 bytes
 ...DIDIKAN KESIHATAN TINGKATAN 5 KSSM INDEKS 1.pdf |    Bin 70180632 -> 0 bytes
 158 files changed, 1698614 deletions(-)

commit 13a56ccebbaabf3a934a1ccce134f01fec1dc928
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-24 04:38:59 +0000

    Add English F4/F5 DSKP CEFR PDFs (were gitignored)

Co-Authored-By: Claude Opus 4.8 (1M context) <noreply@anthropic.com>

 MIGRATION.md                                 |  80 +++++++++++++++++++++++++++
 data/064_DSKP_KSSM_B_Inggeris_Ting4_CEFR.pdf | Bin 0 -> 2219896 bytes
 data/065_DSKP_KSSM_B_Inggeris_Ting5_CEFR.pdf | Bin 0 -> 4728696 bytes
 3 files changed, 80 insertions(+)

commit 309d6e040ad741e12dce405a74f2fc390a039f6c
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-22 11:01:28 +0000

    wip: autosave 2026-07-22T11:01:28


 hennessy_email.md          | 25 +++++++++++++++++++++++
 seda_corrections_prompt.md | 50 ++++++++++++++++++++++++++++++++++++++++++++++
 2 files changed, 75 insertions(+)

commit 53732d3b2814f5e4d639a8aa383cc74c38085076
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-22 08:53:22 +0000

    wip: autosave 2026-07-22T08:53:22


 seda/code_acts.py                 |   6 +-
 seda/coding/coder_A.xlsx          | Bin 23208 -> 22752 bytes
 seda/results/agreement_summary.md | 118 +++++++++++++++++++++++++++++++++++---
 seda/results/paper_4_7_snippet.md |  14 ++---
 4 files changed, 119 insertions(+), 19 deletions(-)

commit 77e82053a2306713959fce3604d37b926e4b2200
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-22 08:49:27 +0000

    wip: autosave 2026-07-22T08:49:27


 .claude/settings.local.json |   6 +-
 seda/code_acts.py           | 155 ++++++++++++++++++++++++++++++++++++++++++++
 seda/coding/coder_B.xlsx    | Bin 23159 -> 22673 bytes
 3 files changed, 160 insertions(+), 1 deletion(-)

commit fce10a57bfac88ce0058d9269d94aed52f7b01be
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 15:30:46 +0000

    wip: autosave 2026-07-21T15:30:46


 seda/results/agreement_summary.md | 26 ++++++++++++++++++++++++++
 seda/results/paper_4_7_snippet.md | 14 ++++++++++++++
 2 files changed, 40 insertions(+)

commit 137d633f983e003dc6cfc9b99b26ad3ed3e2421a
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 11:26:23 +0000

    wip: autosave 2026-07-21T11:26:23


 PAPER_CORRECTIONS.md       | 55 ++++++++++++++++++++++++++++++++++++++++++++++
 seda/analyze_agreement.py  | 16 ++++++++++++++
 seda/coding/CODER_BRIEF.md | 55 ++++++++++++++++++++++++++++++++++++++++++++++
 3 files changed, 126 insertions(+)

commit 662ba74a364661e5d778b8b7a3905103d9e5c49c
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 11:22:36 +0000

    wip: autosave 2026-07-21T11:22:36


 seda/analyze_agreement.py  | 164 ++++++++++++++++++++++++++++++++++++++++++
 seda/build_coding_pack.py  | 175 +++++++++++++++++++++++++++++++++++++++++++++
 seda/cases.py              | 118 ++++++++++++++++++++++++++++++
 seda/coding/_merge_key.csv | 168 +++++++++++++++++++++++++++++++++++++++++++
 seda/coding/coder_A.xlsx   | Bin 0 -> 23208 bytes
 seda/coding/coder_B.xlsx   | Bin 0 -> 23159 bytes
 seda/corpus/runlog.txt     |   9 +++
 seda/corpus/scripts.jsonl  |  50 +++++++++++++
 seda/corpus/units.csv      | 168 +++++++++++++++++++++++++++++++++++++++++++
 seda/generate_corpus.py    | 121 +++++++++++++++++++++++++++++++
 seda/segment_units.py      |  75 +++++++++++++++++++
 11 files changed, 1048 insertions(+)

commit 24dc64b526b02ccdb3e8b476fe9513462e64e8f7
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 11:13:49 +0000

    wip: autosave 2026-07-21T11:13:49


 PAPER_CORRECTIONS.md | 24 ++++++++++++++++++++++++
 1 file changed, 24 insertions(+)

commit 657d15339f73a55b8eeec55707f4a0c66eb6a563
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 11:09:51 +0000

    wip: autosave 2026-07-21T11:09:51


 evidence/review_bahasa_inggeris.docx | Bin 0 -> 62097 bytes
 scripts/export_questions_docx.py     | 201 +++++++++++++++++++++++++++++++++++
 2 files changed, 201 insertions(+)

commit ee78ed14e9bfab9e08a58cb2135fedd6fedb24b7
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 08:54:51 +0000

    wip: autosave 2026-07-21T08:54:51


 .claude/settings.local.json |  5 ++-
 PAPER_CORRECTIONS.md        | 79 +++++++++++++++++++++++++++++++++++++++++++--
 2 files changed, 81 insertions(+), 3 deletions(-)

commit 06b99409c55f6ae8dd912e0b236961f4582efe68
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 08:51:44 +0000

    wip: autosave 2026-07-21T08:51:44


 evidence/db_after_20260721T054608Z.json |   33 +
 evidence/detached_run.out               | 6611 +++++++++++++++++++++++++++++++
 evidence/run_summary.csv                |  354 +-
 evidence/run_summary.md                 |   48 +-
 evidence/runlog_20260721T054608Z.txt    | 6566 ++++++++++++++++++++++++++++++
 5 files changed, 13588 insertions(+), 24 deletions(-)

commit ffb2fee69796af4bee37e20d22e941da939cbbf3
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 06:32:15 +0000

    wip: autosave 2026-07-21T06:32:15


 PAPER_CORRECTIONS.md                 | 63 ++++++++++++++++++++++++++++--------
 evidence/detached_run.out            | 32 ++++++++++++++++++
 evidence/runlog_20260721T054608Z.txt | 32 ++++++++++++++++++
 3 files changed, 113 insertions(+), 14 deletions(-)

commit 8eb8971d747583cfbfd4c88f25d0a0250bc43f10
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 06:30:38 +0000

    wip: autosave 2026-07-21T06:30:38


 evidence/detached_run.out            | 133 +++++++++++++++++++++++++++++++++++
 evidence/runlog_20260721T054608Z.txt | 133 +++++++++++++++++++++++++++++++++++
 scripts/gemini_json_diag.py          |  55 +++++++++++++++
 scripts/gemini_json_diag2.py         |  49 +++++++++++++
 4 files changed, 370 insertions(+)

commit f2e7c545227bc15e057fadf700b7ee683464ec7d
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 06:22:09 +0000

    wip: autosave 2026-07-21T06:22:09


 .claude/settings.local.json          |   3 +-
 evidence/detached_run.out            | 143 +++++++++++++++++++++++++++++++++++
 evidence/runlog_20260721T054608Z.txt | 143 +++++++++++++++++++++++++++++++++++
 3 files changed, 288 insertions(+), 1 deletion(-)

commit aa8f09a47406887a653ebc8e775375e04ab324dd
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 06:13:30 +0000

    wip: autosave 2026-07-21T06:13:30


 evidence/detached_run.out            | 446 +++++++++++++++++++++++++++++++++++
 evidence/runlog_20260721T054608Z.txt | 446 +++++++++++++++++++++++++++++++++++
 2 files changed, 892 insertions(+)

commit 3f604bfe54ab684bfb6e56fe3c3a8efc10ef03f3
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 05:46:41 +0000

    wip: autosave 2026-07-21T05:46:41


 evidence/db_after_20260721T054014Z.json  | 33 ++++++++++++++
 evidence/db_before_20260721T054608Z.json | 33 ++++++++++++++
 evidence/detached_run.out                | 76 ++++++++++++++++++++++++++++++++
 evidence/run_summary.csv                 |  9 +++-
 evidence/run_summary.md                  | 21 ++++-----
 evidence/runlog_20260721T054014Z.txt     | 24 ++++++++++
 evidence/runlog_20260721T054608Z.txt     | 29 ++++++++++++
 7 files changed, 213 insertions(+), 12 deletions(-)

commit 11ba6a46eb674c98a16bad8b66cf5aec3b6f28d3
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 05:44:22 +0000

    wip: autosave 2026-07-21T05:44:22


 evidence/runlog_20260721T054014Z.txt | 48 ++++++++++++++++++++++++++++++++++++
 1 file changed, 48 insertions(+)

commit a127dc19e07663662596728721de66a3020cc6b6
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 05:40:59 +0000

    wip: autosave 2026-07-21T05:40:59


 .claude/settings.local.json              |   8 +-
 PAPER_CORRECTIONS.md                     |  57 +++++++
 agents/orchestrator.py                   |   5 +
 evidence/db_after_20260721T052600Z.json  |  33 ++++
 evidence/db_after_20260721T052931Z.json  |  33 ++++
 evidence/db_after_20260721T053613Z.json  |  33 ++++
 evidence/db_before_20260721T052600Z.json |  33 ++++
 evidence/db_before_20260721T052931Z.json |  33 ++++
 evidence/db_before_20260721T053613Z.json |  33 ++++
 evidence/db_before_20260721T054014Z.json |  33 ++++
 evidence/run_summary.csv                 |   3 +
 evidence/run_summary.md                  |  54 ++++++
 evidence/runlog_20260721T052600Z.txt     |  39 +++++
 evidence/runlog_20260721T052931Z.txt     |  25 +++
 evidence/runlog_20260721T053613Z.txt     |  54 ++++++
 evidence/runlog_20260721T054014Z.txt     |  33 ++++
 scripts/db_bank_snapshot.py              |  42 +++++
 scripts/parse_runlog.py                  | 273 +++++++++++++++++++++++++++++++
 scripts/precreate_rows.py                |  82 ++++++++++
 scripts/run_seed_evidence.sh             | 124 ++++++++++++++
 20 files changed, 1029 insertions(+), 1 deletion(-)

commit 385eb99af6a1cd78c6a1244d8bf0b69437d16a51
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-21 04:27:33 +0000

    wip: autosave 2026-07-21T04:27:33


 .claude/settings.local.json |   3 +-
 PAPER_CORRECTIONS.md        | 261 ++++++++++++++++++++++++++++++++++++++++++++
 2 files changed, 263 insertions(+), 1 deletion(-)

commit 93746dcda128e04030af39146a90b625c51bdbe5
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-20 11:24:59 +0000

    wip: autosave 2026-07-20T11:24:59


 WORKSPACE.md           |  38 ++++++++++-
 agents/orchestrator.py | 166 ++++++++++++++++++++++++++++++++++++++++++++++++-
 app/main.py            |   8 ++-
 schemas/assessment.py  |  36 +++++++++++
 4 files changed, 243 insertions(+), 5 deletions(-)

commit f09570595837cbb540d8492e38c318ba9c529a2f
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-20 04:14:42 +0000

    wip: autosave 2026-07-20T04:14:42


 .claude/settings.local.json | 3 ++-
 1 file changed, 2 insertions(+), 1 deletion(-)

commit 22b59618bfb0efc3b82b56175643da49ce34d9bb
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 10:58:43 +0000

    wip: autosave 2026-07-18T10:58:43


 WORKSPACE.md | 7 ++++++-
 1 file changed, 6 insertions(+), 1 deletion(-)

commit e7391632273370ac3c9dd94a48549df8fdbdcadb
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 10:32:54 +0000

    wip: autosave 2026-07-18T10:32:54


 .claude/settings.local.json | 3 ++-
 1 file changed, 2 insertions(+), 1 deletion(-)

commit 469519edf49cbe49ab8f70ed5798ad35f99143be
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 09:19:40 +0000

    wip: autosave 2026-07-18T09:19:40


 WORKSPACE.md                   | 23 ++++++++++++++++++++++-
 schema/profiles_admin_read.sql | 23 +++++++++++++++++++++++
 2 files changed, 45 insertions(+), 1 deletion(-)

commit 8fae1d043d60a7db278bd5148d495aeb3c7fcdde
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 09:16:17 +0000

    wip: autosave 2026-07-18T09:16:17


 .claude/settings.local.json |  4 +++-
 schema/app_errors.sql       | 31 +++++++++++++++++++++++++++++++
 2 files changed, 34 insertions(+), 1 deletion(-)

commit a4aea3fe196064617d61a07a8066cd16214e8552
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 08:52:39 +0000

    wip: autosave 2026-07-18T08:52:39


 WORKSPACE.md | 33 ++++++++++++++++++++++++++++++++-
 app/main.py  | 40 ++++++++++++++++++++++++++++++++++------
 2 files changed, 66 insertions(+), 7 deletions(-)

commit 1a624b57bffb27572b26cf39054e611500e7bd19
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 08:25:52 +0000

    wip: autosave 2026-07-18T08:25:52


 WORKSPACE.md                      |  36 +++++++-
 agents/feedback_quality.py        | 176 ++++++++++++++++++++++++++++++++++++++
 app/main.py                       |  65 ++++++++++++++
 schema/feedback_quality_audit.sql |  13 +++
 4 files changed, 289 insertions(+), 1 deletion(-)

commit 4bca25088aea733ed92f72934675ab6dceec9aca
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 04:57:33 +0000

    wip: autosave 2026-07-18T04:57:33


 .claude/settings.local.json |  4 ++-
 WORKSPACE.md                | 30 +++++++++++++++++++-
 app/main.py                 | 68 +++++++++++++++++++++++++++++++++++++++------
 3 files changed, 91 insertions(+), 11 deletions(-)

commit f3a8c42b4c5728ced516a77c1d0d8a2caba8937d
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 03:59:26 +0000

    wip: autosave 2026-07-18T03:59:26


 WORKSPACE.md | 35 ++++++++++++++++++++++++++++++++++-
 1 file changed, 34 insertions(+), 1 deletion(-)

commit 8758117b39ba3b57f6d1369be236b4e9fe39642f
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-18 03:58:35 +0000

    wip: autosave 2026-07-18T03:58:35


 PROJECT_PRESENTATION.md | 200 ++++++++++++++++++++++++++++++++++++++----------
 1 file changed, 158 insertions(+), 42 deletions(-)

commit dd34748bc3ac3f1ef6cf14fcc3e6a56a547c6e55
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 11:08:24 +0000

    wip: autosave 2026-07-17T11:08:24


 WORKSPACE.md         | 10 +++++-----
 agents/chat_agent.py | 26 ++++++++++++++++++++------
 2 files changed, 25 insertions(+), 11 deletions(-)

commit f9b9a3628f17d9020cf0eb7f7f207065ab7c6a20
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 11:02:27 +0000

    wip: autosave 2026-07-17T11:02:27


 WORKSPACE.md           | 11 ++++++++++-
 agents/chat_agent.py   | 35 +++++++++++++++++++++++++++++++++--
 agents/orchestrator.py | 20 ++++++++++----------
 3 files changed, 53 insertions(+), 13 deletions(-)

commit fb7a6f0a8db5e3bdc645fe3a2b43844229e1428f
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 10:56:52 +0000

    wip: autosave 2026-07-17T10:56:52


 WORKSPACE.md | 32 +++++++++++++++++++++++++++++++-
 1 file changed, 31 insertions(+), 1 deletion(-)

commit d5d74fec9bc663a7a81deb3a97974cd3bc515194
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 10:43:15 +0000

    wip: autosave 2026-07-17T10:43:15


 deploy/CLOUDFLARE_DNS_MIGRATION.md | 23 +++++++++++++++++++++++
 1 file changed, 23 insertions(+)

commit bf88a37be9203dba7cca3d7396c7273241f91761
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 10:27:41 +0000

    wip: autosave 2026-07-17T10:27:41


 .claude/settings.local.json | 3 ++-
 1 file changed, 2 insertions(+), 1 deletion(-)

commit 71ec8dc5cca94098db991eac3e67241314b9e1ec
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 10:19:56 +0000

    wip: autosave 2026-07-17T10:19:56


 agents/orchestrator.py | 39 +++++++++++++++++++++++++++++++++++----
 app/main.py            |  9 ++++++---
 2 files changed, 41 insertions(+), 7 deletions(-)

commit ed422f1126a05e223639ed1f6d2c70f80a1c6419
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 10:16:54 +0000

    wip: autosave 2026-07-17T10:16:54


 agents/orchestrator.py | 87 ++++++++++++++++++++++++++++++++++++++++++++++++++
 1 file changed, 87 insertions(+)

commit 425152ae479cb8e119b71c5e46ff4baf786ee3df
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 10:03:02 +0000

    wip: autosave 2026-07-17T10:03:02


 deploy/CLOUDFLARE_DNS_MIGRATION.md | 67 ++++++++++++++++++++++++++++++++++++++
 1 file changed, 67 insertions(+)

commit c428c9918c78596bcb63dbfb626c4888d67c9f32
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 06:40:42 +0000

    wip: autosave 2026-07-17T06:40:42


 .claude/settings.local.json     |  3 +-
 deploy/LIVE_DEPLOYMENT_NOTES.md | 68 +++++++++++++++++++++++++++++++++++++++++
 2 files changed, 70 insertions(+), 1 deletion(-)

commit 06fa9d87895c3181704b2c0d07fd627a6d89ccfe
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 04:23:12 +0000

    wip: autosave 2026-07-17T04:23:12


 .claude/settings.local.json |  4 +++-
 agents/orchestrator.py      | 16 +++++++++++++
 app/main.py                 | 16 +++++++++++++
 schemas/assessment.py       | 56 +++++++++++++++++++++++++++++++++++++++++----
 4 files changed, 87 insertions(+), 5 deletions(-)

commit 74090c5aa46751b62a2187a5621ecc50638db2f9
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 03:23:32 +0000

    wip: autosave 2026-07-17T03:23:32


 .claude/settings.local.json | 6 +++++-
 1 file changed, 5 insertions(+), 1 deletion(-)

commit 4a8b8069943c44227adf05def71e7b95eee24109
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-17 01:52:31 +0000

    wip: autosave 2026-07-17T01:52:31


 .claude/settings.local.json |  6 +++++-
 WORKSPACE.md                | 31 ++++++++++++++++++++++++++++++-
 agents/orchestrator.py      | 24 +++++++++++++++++++++++-
 app/main.py                 | 29 +++++++++++++++++++++++++++++
 schemas/assessment.py       |  3 +++
 5 files changed, 90 insertions(+), 3 deletions(-)

commit ff523244a390570eb4fbcebcac642e6b722ec5e2
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-16 08:12:23 +0000

    wip: autosave 2026-07-16T08:12:23


 .claude/settings.local.json | 3 ++-
 app/main.py                 | 8 +++++++-
 2 files changed, 9 insertions(+), 2 deletions(-)

commit 6aadb946628165e9de01655717617205120e5fb3
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-16 06:38:12 +0000

    wip: autosave 2026-07-16T06:38:12


 .claude/settings.local.json |  9 ++++-
 .dockerignore               | 15 ++++++++
 .env.example                | 30 +++++++++++++++
 Dockerfile                  | 31 +++++++++++++++
 deploy/README.md            | 93 +++++++++++++++++++++++++++++++++++++++++++++
 deploy/nginx-docker.conf    | 72 +++++++++++++++++++++++++++++++++++
 docker-compose.yml          | 47 +++++++++++++++++++++++
 7 files changed, 296 insertions(+), 1 deletion(-)

commit 311d8955af16abf4f721f552339d90244dd7f090
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-16 04:54:24 +0000

    wip: autosave 2026-07-16T04:54:24


 .claude/settings.local.json | 3 ++-
 1 file changed, 2 insertions(+), 1 deletion(-)

commit f5e23ec2905c13e30121576fa4f1254af375de40
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-16 04:32:48 +0000

    wip: autosave 2026-07-16T04:32:48


 .claude/settings.local.json | 3 ++-
 1 file changed, 2 insertions(+), 1 deletion(-)

commit 32a216556c8b25ea1cd067265bcd35d11e8d7407
Author: alvinauh <alvinauh@hotmail.com>
Date:   2026-07-16 04:19:59 +0000

    cleanup: remove nested duplicate kuasaprestij/ tree; roll up branch work

The repo had a nested duplicate tree at kuasaprestij/ (its own data/*.pdf,
agents/, app/main.py, .gitignore) that shadowed the real project root and
confused tooling. Remove all 29 tracked nested paths.

This branch had also accumulated 33 wip autosave commits since it diverged
from main; squashed into this single commit so the push carries a clean,
reviewable diff (the interim history had added-then-deleted a
competitive_analysis/node_modules/ tree that bloated every push). Net diff
vs main: nested tree removed, plus the diverged feature/schema/deploy work
